user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
spades:Water_Italy_Italy_75_1_Z_18.4_14.1:bin.26	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B marinus_B	GCF_000012465.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B marinus_B	97.8	0.95	GCF_000012465.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B marinus_B	97.8	0.95	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003279635.1, s__Prochlorococcus_B sp003279635, 95.0, 95.66, 0.83; GCA_003213355.1, s__Prochlorococcus_B sp003213355, 95.0, 94.86, 0.75; GCF_000757865.1, s__Prochlorococcus_B sp000757865, 95.0, 94.22, 0.94; GCA_003284375.1, s__Prochlorococcus_B sp003284375, 95.0, 92.33, 0.76; GCA_003284445.1, s__Prochlorococcus_B sp003284445, 95.0, 92.0, 0.72; GCA_003216175.1, s__Prochlorococcus_B sp003216175, 95.0, 89.86, 0.75; GCA_902634795.1, s__Prochlorococcus_B sp902634795, 95.0, 89.76, 0.75; GCA_003215895.1, s__Prochlorococcus_B sp003215895, 95.0, 89.74, 0.76; GCA_003216595.1, s__Prochlorococcus_B sp003216595, 95.0, 89.64, 0.78; GCA_003280445.1, s__Prochlorococcus_B sp003280445, 95.0, 89.62, 0.76; GCA_003209755.1, s__Prochlorococcus_B sp003209755, 95.0, 89.55, 0.84; GCA_003279585.1, s__Prochlorococcus_B sp003279585, 95.0, 89.35, 0.74; GCA_003216975.1, s__Prochlorococcus_B sp003216975, 95.0, 89.19, 0.81; GCA_003277985.1, s__Prochlorococcus_B sp003277985, 95.0, 89.17, 0.76; GCA_003279655.1, s__Prochlorococcus_B sp003279655, 95.0, 89.08, 0.81; GCA_003216955.1, s__Prochlorococcus_B sp003216955, 95.0, 89.08, 0.83; GCA_003216375.1, s__Prochlorococcus_B sp003216375, 95.0, 89.04, 0.83; GCA_003216895.1, s__Prochlorococcus_B sp003216895, 95.0, 88.69, 0.74; GCA_003216715.1, s__Prochlorococcus_B sp003216715, 95.0, 88.68, 0.81; GCA_003279565.1, s__Prochlorococcus_B sp003279565, 95.0, 88.56, 0.79; GCA_003279455.1, s__Prochlorococcus_B sp003279455, 95.0, 87.21, 0.67; GCA_003215695.1, s__Prochlorococcus_B sp003215695, 95.0, 87.08, 0.75; GCA_003280265.1, s__Prochlorococcus_B sp003280265, 95.0, 86.96, 0.63; GCA_003216575.1, s__Prochlorococcus_B sp003216575, 95.0, 86.84, 0.72; GCA_003279615.1, s__Prochlorococcus_B sp003279615, 95.0, 86.15, 0.71; GCA_003216815.1, s__Prochlorococcus_B sp003216815, 95.0, 85.77, 0.73; GCF_003208055.1, s__Prochlorococcus_B marinus_A, 95.0, 85.72, 0.88; GCA_003278445.1, s__Prochlorococcus_B sp003278445, 95.0, 85.06, 0.76; GCA_902629395.1, s__Prochlorococcus_B sp902629395, 95.0, 84.82, 0.71; GCA_003212625.1, s__Prochlorococcus_B sp003212625, 95.0, 84.76, 0.65; GCA_003216295.1, s__Prochlorococcus_B sp003216295, 95.0, 84.35, 0.68; GCA_902564695.1, s__Prochlorococcus_B sp902564695, 95.0, 83.15, 0.61; GCA_003216275.1, s__Prochlorococcus_B sp003216275, 95.0, 83.06, 0.76; GCA_003284185.1, s__Prochlorococcus_B sp003284185, 95.0, 79.15, 0.49; GCA_003283685.1, s__Prochlorococcus_B sp003283685, 95.0, 78.87, 0.47; GCA_003283665.1, s__Prochlorococcus_B sp003283665, 95.0, 78.63, 0.43; GCA_003283745.1, s__Prochlorococcus_B sp003283745, 95.0, 78.62, 0.49; GCA_003215315.1, s__Prochlorococcus_B sp003215315, 95.0, 77.53, 0.2	92.43	11	N/A	N/A
spades:Water_Italy_Italy_75_1_Z_18.4_14.1:bin.27	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__	N/A	N/A	N/A	N/A	N/A	GCA_011523245.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__UBA1100 sp011523245	87.24	0.64	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_913048135.1, s__UBA1100 sp913048135, 95.0, 91.21, 0.77; GCA_913042895.1, s__UBA1100 sp913042895, 95.0, 89.82, 0.78; GCA_003517285.1, s__UBA1100 sp003517285, 95.0, 88.77, 0.62; GCA_002718935.1, s__UBA1100 sp002718935, 95.0, 79.46, 0.25; GCA_902551155.1, s__UBA1100 sp902551155, 95.0, 78.6, 0.1; GCA_002719595.1, s__UBA1100 sp002719595, 95.0, 78.4, 0.08; GCA_913041895.1, s__UBA1100 sp913041895, 95.0, 77.01, 0.11	69.89	11	0.9856810784261294	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Water_Italy_Italy_75_1_Z_18.4_14.1:bin.9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium soli	GCF_020782245.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium soli	97.46	0.73	GCF_020782245.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium soli	97.46	0.73	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001598335.1, s__Sphingobium abikonense, 95.3976, 88.77, 0.64; GCF_000445105.1, s__Sphingobium lactosutens, 95.3976, 88.73, 0.67; GCF_020782235.1, s__Sphingobium naphthae, 95.0, 86.64, 0.68; GCF_000508185.1, s__Sphingobium sp000508185, 95.0, 83.04, 0.58; GCF_001650725.1, s__Sphingobium sp001650725, 95.0, 82.92, 0.57; GCF_012927105.1, s__Sphingobium psychrophilum, 95.0, 82.5, 0.54; GCF_013393185.1, s__Sphingobium lactosutens_A, 95.0, 82.49, 0.56; GCF_009720145.1, s__Sphingobium sp009720145, 95.0, 82.43, 0.53; GCF_003967075.1, s__Sphingobium amiense, 95.0, 82.41, 0.5; GCF_022758885.1, s__Sphingobium sp022758885, 95.0, 82.19, 0.55; GCF_900111125.1, s__Sphingobium sp900111125, 95.0, 82.15, 0.57; GCA_021849075.1, s__Sphingobium sp021849075, 95.0, 82.03, 0.52; GCA_024349785.1, s__Sphingobium bisphenolicum, 95.0, 82.0, 0.54; GCF_008710155.1, s__Sphingobium limneticum, 95.0, 81.98, 0.57; GCF_004152865.1, s__Sphingobium cupriresistens, 95.0, 81.95, 0.54; GCF_900109095.1, s__Sphingobium sp900109095, 95.0, 81.95, 0.55; GCF_001421665.1, s__Sphingobium sp001421665, 95.0, 81.85, 0.53; GCF_000315525.1, s__Sphingobium yanoikuyae, 95.0, 81.85, 0.54; GCF_002312805.1, s__Sphingobium sp002312805, 95.0, 81.8, 0.55; GCA_020051025.1, s__Sphingobium sp020051025, 95.0, 81.77, 0.34; GCF_014197035.1, s__Sphingobium scionense, 95.0, 81.64, 0.57; GCF_008692605.1, s__Sphingobium estronivorans, 95.0, 81.63, 0.46; GCF_900013425.1, s__Sphingobium sp900013425, 95.0, 81.63, 0.54; GCA_013911745.1, s__Sphingobium sp013911745, 95.0, 81.61, 0.4; GCF_001556865.1, s__Sphingobium sp001556865, 95.0, 81.37, 0.49; GCF_024168485.1, s__Sphingobium sp024168485, 95.0, 81.36, 0.46; GCF_013375555.1, s__Sphingobium sp013375555, 95.0, 81.31, 0.46; GCA_021847605.1, s__Sphingobium sp021847605, 95.0, 81.26, 0.49; GCF_000281715.1, s__Sphingobium sp000281715, 95.0, 81.21, 0.5; GCF_003591655.1, s__Sphingobium terrigena, 95.0, 81.15, 0.53; GCF_000588875.1, s__Sphingobium sp000588875, 95.0, 81.03, 0.53; GCF_000722875.1, s__Sphingobium chlorophenolicum, 95.0, 81.02, 0.44; GCF_001456115.1, s__Sphingobium baderi_A, 95.0, 80.97, 0.42; GCA_023266575.1, s__Sphingobium sp016463275, 95.0, 80.95, 0.5; GCA_016000085.1, s__Sphingobium sp016000085, 95.0, 80.95, 0.45; GCF_000264945.2, s__Sphingobium indicum, 95.0, 80.92, 0.46; GCF_001713415.1, s__Sphingobium sp001713415, 95.0, 80.92, 0.55; GCF_000367345.1, s__Sphingobium xenophagum, 95.0, 80.86, 0.51; GCF_000382885.1, s__Sphingobium japonicum_C, 95.0, 80.82, 0.47; GCF_019097845.1, s__Sphingobium sp019097845, 95.0, 80.82, 0.51; GCF_014280435.1, s__Sphingobium sp014280435, 95.0, 80.79, 0.49; GCF_013375535.1, s__Sphingobium sp013375535, 95.0, 80.77, 0.47; GCF_002355855.1, s__Sphingobium cloacae, 95.0, 80.76, 0.43; GCF_022664535.1, s__Sphingobium sp022664535, 95.0, 80.7, 0.47; GCA_003248505.1, s__Sphingobium sp003248505, 95.0, 80.7, 0.46; GCF_014196635.1, s__Sphingobium fontiphilum, 95.0, 80.66, 0.4; GCF_001005725.1, s__Sphingobium chungbukense, 95.0, 80.64, 0.48; GCF_001563265.1, s__Sphingobium sp001563265, 95.0, 80.49, 0.48; GCF_000447205.1, s__Sphingobium ummariense, 95.0, 80.46, 0.47; GCF_004152845.1, s__Sphingobium fuliginis, 95.0, 80.45, 0.47; GCF_000445065.1, s__Sphingobium quisquiliarum, 95.0, 80.3, 0.41; GCF_007830065.1, s__Sphingobium wenxiniae, 95.0, 80.27, 0.42; GCA_900100475.1, s__Sphingobium faniae, 95.0, 80.25, 0.41; GCF_000412635.1, s__Sphingobium bisphenolivorans, 95.0, 80.13, 0.4; GCF_002080435.1, s__Sphingobium herbicidovorans, 95.0, 79.74, 0.37; GCF_001563285.1, s__Sphingobium sp001563285, 95.0, 79.71, 0.38; GCF_900218065.1, s__Sphingobium sp900218065, 95.0, 79.7, 0.33; GCA_913773715.1, s__Sphingobium sp913773715, 95.0, 79.7, 0.33; GCF_015693305.1, s__Sphingobium sp015693305, 95.0, 79.65, 0.35; GCF_011762025.1, s__Sphingobium vermicomposti, 95.0, 79.49, 0.35; GCF_014196495.1, s__Sphingobium jiangsuense, 95.0, 79.39, 0.35; GCF_001658005.1, s__Sphingobium sp001658005, 95.0, 79.38, 0.38; GCF_001757355.1, s__Sphingobium phenoxybenzoativorans, 95.0, 79.14, 0.35; GCA_023433445.1, s__Sphingobium sp023433445, 95.0, 79.02, 0.3; GCF_004005485.1, s__Sphingobium algorifonticola, 95.0, 78.82, 0.28; GCA_003248935.1, s__Sphingobium sp003248935, 95.0, 78.6, 0.32; GCA_023266635.1, s__Sphingobium sp023266635, 95.0, 78.42, 0.25; GCF_014199435.1, s__Sphingobium subterraneum, 95.0, 78.15, 0.2; GCF_000283515.1, s__Sphingobium sp000283515, 95.0, 78.07, 0.24; GCA_022652485.1, s__Sphingobium sp022652485, 95.0, 78.07, 0.19; GCF_002953135.1, s__Sphingobium sp002953135, 95.0, 78.01, 0.22; GCA_006226685.1, s__Sphingobium sp006226685, 95.0, 77.96, 0.23; GCF_019737615.1, s__Sphingobium xanthum, 95.0, 77.88, 0.22; GCF_021403115.1, s__Sphingobium sufflavum, 95.0, 77.87, 0.27; GCF_004122115.1, s__Sphingobium fluviale, 95.0, 77.87, 0.19; GCA_017304655.1, s__Sphingobium sp017304655, 95.0, 77.85, 0.2; GCF_918741285.1, s__Sphingobium sp918741285, 95.0, 77.74, 0.27; GCA_001899715.1, s__Sphingobium sp001899715, 95.0, 77.58, 0.22; GCF_018603885.1, s__Sphingobium sp018603885, 95.0, 77.52, 0.21; GCA_020446425.1, s__Sphingobium sp020446425, 95.0, 77.52, 0.19; GCA_017744605.1, s__Sphingobium sp017744605, 95.0, 77.52, 0.17; GCA_017745115.1, s__Sphingobium sp017745115, 95.0, 77.44, 0.13; GCA_018823325.1, s__Sphingobium sp018823325, 95.0, 77.38, 0.17; GCA_017984895.1, s__Sphingobium sp017984895, 95.0, 77.25, 0.16; GCA_017304105.1, s__Sphingobium sp017304105, 95.0, 77.15, 0.2; GCA_009360885.1, s__Sphingobium sp009360885, 95.0, 76.51, 0.1	54.64	11	N/A	N/A
spades:Water_Saipan-deep_26R0012_284_1___:bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp022451065	GCA_022451065.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp022451065	98.37	0.91	GCA_022451065.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp022451065	98.37	0.91	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_913045395.1, s__UBA1096 sp913045395, 95.0, 93.07, 0.74; GCA_003972865.1, s__UBA1096 sp003972865, 95.0, 86.56, 0.61; GCA_913030945.1, s__UBA1096 sp913030945, 95.0, 84.55, 0.69; GCA_015658765.1, s__UBA1096 sp015658765, 95.0, 83.69, 0.65; GCA_018674955.1, s__UBA1096 sp018674955, 95.0, 83.24, 0.7; GCA_002299785.1, s__UBA1096 sp002299785, 95.0, 82.33, 0.55; GCA_014382705.1, s__UBA1096 sp014382705, 95.0, 81.8, 0.72; GCA_002686755.1, s__UBA1096 sp002686755, 95.0, 81.17, 0.6; GCA_004213515.1, s__UBA1096 sp002170545, 95.0, 78.42, 0.02; GCA_011523195.1, s__UBA1096 sp011523195, 95.0, 77.79, 0.32; GCA_002453165.1, s__UBA1096 sp002453165, 95.0, 77.78, 0.33; GCA_913050205.1, s__UBA1096 sp913050205, 95.0, 77.49, 0.24; GCA_002689335.1, s__UBA1096 sp002689335, 95.0, 77.22, 0.22; GCA_002721375.1, s__UBA1096 sp002721375, 95.0, 77.0, 0.25; GCA_002708005.1, s__UBA1096 sp002708005, 95.0, 76.89, 0.02; GCA_002684915.1, s__UBA1096 sp002684915, 95.0, 76.6, 0.04	76.64	11	N/A	N/A
spades:Water_Saipan-deep_26R0012_284_1___:bin.8	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA8110;s__UBA8110 sp002726945	GCA_002726945.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA8110;s__UBA8110 sp002726945	97.19	0.93	GCA_002726945.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA8110;s__UBA8110 sp002726945	97.19	0.93	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA8110;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002707655.1, s__UBA8110 sp002707655, 95.0, 86.8, 0.53	52.21	11	N/A	N/A
spades:Water_Saipan-deep_26R0012_284_1___:bin.9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__AEGEAN-183 sp022447025	GCA_022447025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__AEGEAN-183 sp022447025	99.13	0.75	GCA_022447025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__AEGEAN-183 sp022447025	99.13	0.75	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001628005.1, s__AEGEAN-183 sp001628005, 95.0, 94.36, 0.82; GCA_012965075.1, s__AEGEAN-183 sp012965075, 95.0, 79.98, 0.51; GCA_022447065.1, s__AEGEAN-183 sp022447065, 95.0, 76.97, 0.25	53.31	11	N/A	N/A
spades:Water_Saipan-deep_28R0003_368_1___:bin.15	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp022448485	GCA_022448485.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp022448485	99.22	0.87	GCA_022448485.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp022448485	99.22	0.87	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002082305.1, s__Arctic96AD-7 sp002082305, 95.0, 80.69, 0.72; GCA_902513935.1, s__Arctic96AD-7 sp902513935, 95.0, 80.05, 0.37; GCA_905182865.1, s__Arctic96AD-7 sp905182865, 95.0, 79.66, 0.68; GCA_012964265.1, s__Arctic96AD-7 sp012964265, 95.0, 78.85, 0.48; GCA_016764995.1, s__Arctic96AD-7 sp016764995, 95.0, 78.61, 0.54; GCA_002685535.1, s__Arctic96AD-7 sp002685535, 95.0, 78.08, 0.45; GCA_913052275.1, s__Arctic96AD-7 sp913052275, 95.0, 77.91, 0.22; GCA_018645085.1, s__Arctic96AD-7 sp018645085, 95.0, 77.8, 0.44; GCA_001627865.1, s__Arctic96AD-7 sp001627865, 95.0, 77.58, 0.37; GCA_014381795.1, s__Arctic96AD-7 sp014381795, 95.0, 77.55, 0.31; GCA_014382365.1, s__Arctic96AD-7 sp014382365, 95.0, 77.51, 0.46; GCA_004213175.1, s__Arctic96AD-7 sp002704555, 95.0, 77.11, 0.24; GCA_022448705.1, s__Arctic96AD-7 sp022448705, 95.0, 76.91, 0.24; GCA_902562015.1, s__Arctic96AD-7 sp902562015, 95.0, 76.19, 0.09; GCA_902564345.1, s__Arctic96AD-7 sp902564345, 95.0, 76.11, 0.06; GCA_902575715.1, s__Arctic96AD-7 sp902575715, 95.0, 75.96, 0.04; GCA_002716165.1, s__Arctic96AD-7 sp002716165, 95.0, 75.91, 0.08; GCA_902590435.1, s__Arctic96AD-7 sp902590435, 95.0, 75.24, 0.06	88.04	11	N/A	N/A
spades:Water_Saipan-deep_28R0003_368_1___:bin.16	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002082305	GCA_002082305.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002082305	98.8	0.93	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_002082305.1, s__Arctic96AD-7 sp002082305, 95.0, 98.8, 0.93; GCA_905182865.1, s__Arctic96AD-7 sp905182865, 95.0, 95.65, 0.97; GCA_902513935.1, s__Arctic96AD-7 sp902513935, 95.0, 95.58, 0.47; GCA_022448485.1, s__Arctic96AD-7 sp022448485, 95.0, 80.6, 0.74; GCA_012964265.1, s__Arctic96AD-7 sp012964265, 95.0, 79.64, 0.53; GCA_016764995.1, s__Arctic96AD-7 sp016764995, 95.0, 79.26, 0.58; GCA_002685535.1, s__Arctic96AD-7 sp002685535, 95.0, 78.5, 0.46; GCA_014382365.1, s__Arctic96AD-7 sp014382365, 95.0, 78.48, 0.53; GCA_018645085.1, s__Arctic96AD-7 sp018645085, 95.0, 78.09, 0.49; GCA_014381795.1, s__Arctic96AD-7 sp014381795, 95.0, 78.09, 0.34; GCA_004213175.1, s__Arctic96AD-7 sp002704555, 95.0, 77.23, 0.31; GCA_001627865.1, s__Arctic96AD-7 sp001627865, 95.0, 77.06, 0.35; GCA_022448705.1, s__Arctic96AD-7 sp022448705, 95.0, 76.97, 0.25; GCA_913052275.1, s__Arctic96AD-7 sp913052275, 95.0, 76.57, 0.21; GCA_902575715.1, s__Arctic96AD-7 sp902575715, 95.0, 76.46, 0.04; GCA_002716165.1, s__Arctic96AD-7 sp002716165, 95.0, 76.16, 0.09; GCA_902562015.1, s__Arctic96AD-7 sp902562015, 95.0, 76.03, 0.07; GCA_902590435.1, s__Arctic96AD-7 sp902590435, 95.0, 75.97, 0.04; GCA_902564345.1, s__Arctic96AD-7 sp902564345, 95.0, 75.24, 0.04	84.89	11	N/A	N/A
spades:Water_Saipan-deep_28R0003_368_1___:bin.17	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__UBA11650 sp002708395	GCA_002708395.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__UBA11650 sp002708395	98.68	0.69	GCA_002708395.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__UBA11650 sp002708395	98.68	0.69	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022450395.1, s__UBA11650 sp022450395, 95.0, 80.6, 0.71; GCA_002710215.1, s__UBA11650 sp002710215, 95.0, 80.58, 0.65; GCA_002401285.1, s__UBA11650 sp002401285, 95.0, 80.25, 0.59	85.96	11	N/A	N/A
spades:Water_Saipan-deep_28R0003_368_1___:bin.2	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp913052275	GCA_913052275.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp913052275	98.47	0.73	GCA_913052275.1	95.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp913052275	98.47	0.73	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022448705.1, s__Arctic96AD-7 sp022448705, 95.0, 94.12, 0.55; GCA_902562015.1, s__Arctic96AD-7 sp902562015, 95.0, 85.61, 0.42; GCA_902564345.1, s__Arctic96AD-7 sp902564345, 95.0, 82.75, 0.45; GCA_002716165.1, s__Arctic96AD-7 sp002716165, 95.0, 82.58, 0.37; GCA_902513935.1, s__Arctic96AD-7 sp902513935, 95.0, 81.63, 0.17; GCA_001627865.1, s__Arctic96AD-7 sp001627865, 95.0, 81.16, 0.78; GCA_002082305.1, s__Arctic96AD-7 sp002082305, 95.0, 78.21, 0.28; GCA_014381795.1, s__Arctic96AD-7 sp014381795, 95.0, 77.87, 0.16; GCA_905182865.1, s__Arctic96AD-7 sp905182865, 95.0, 77.86, 0.25; GCA_004213175.1, s__Arctic96AD-7 sp002704555, 95.0, 77.52, 0.14; GCA_016764995.1, s__Arctic96AD-7 sp016764995, 95.0, 77.31, 0.21; GCA_022448485.1, s__Arctic96AD-7 sp022448485, 95.0, 77.26, 0.26; GCA_018645085.1, s__Arctic96AD-7 sp018645085, 95.0, 76.91, 0.2; GCA_002685535.1, s__Arctic96AD-7 sp002685535, 95.0, 76.84, 0.19; GCA_012964265.1, s__Arctic96AD-7 sp012964265, 95.0, 76.72, 0.19; GCA_014382365.1, s__Arctic96AD-7 sp014382365, 95.0, 76.54, 0.2; GCA_902590435.1, s__Arctic96AD-7 sp902590435, 95.0, 75.85, 0.05; GCA_902575715.1, s__Arctic96AD-7 sp902575715, 95.0, 75.52, 0.03	59.58	11	N/A	N/A
spades:Water_Saipan-deep_28R0003_368_1___:bin.3	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__JAKUSA01;s__JAKUSA01 sp022449565	GCA_022449565.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__JAKUSA01;s__JAKUSA01 sp022449565	97.45	0.78	GCA_022449565.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__JAKUSA01;s__JAKUSA01 sp022449565	97.45	0.78	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	59.13	11	N/A	N/A
spades:Water_Saipan-deep_28R0003_368_1___:bin.6	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA822;s__UBA822 sp002731735	GCA_002731735.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA822;s__UBA822 sp002731735	97.47	0.71	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA822;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_002712565.1, s__UBA822 sp002712565, 95.0, 98.04, 0.47; GCA_002731735.1, s__UBA822 sp002731735, 95.0, 97.47, 0.71; GCA_022563405.1, s__UBA822 sp022563405, 95.0, 86.04, 0.8; GCA_022564055.1, s__UBA822 sp022564055, 95.0, 80.67, 0.63	69.83	11	N/A	N/A
